column1,Date,Headline
2541,2016-08-26,European shares turn higher after Yellen speech
2542,2016-08-26,European shares extend losses, focus on Jackson Hole
2543,2016-08-26,European shares steady in early deals, focus on Yellen
2544,2016-08-25,European shares end lower on weaker miners and drugmakers
2545,2016-08-25,European shares pull back, weighed down by pharma, miners
2546,2016-08-25,European shares open lower led by miners; GFK soars
2547,2016-08-24,European shares rise, helped by banks; Glencore leads miners lower
2548,2016-08-24,European shares gain, though Glencore leads miners lower
2549,2016-08-24,European shares retreat as Glencore drags down miners
2550,2016-08-23,European shares gain, led by housebuilders, mining companies
2551,2016-08-23,Housebuilders, miners lead European shares higher
2552,2016-08-23,European shares gain, UK homebuilders rally for second day
2553,2016-08-22,European shares edge up helped by Syngenta, commodity stocks weigh
2554,2016-08-22,Syngenta deal clearance gives European stocks a lift
2555,2016-08-22,Syngenta surge sees Swiss stocks outperform Europe
2556,2016-08-19,European shares suffer worst weekly fall since mid-June
2557,2016-08-19,European shares set for biggest weekly fall since mid-June
2558,2016-08-19,European shares set for biggest weekly fall since July
2559,2016-08-18,European shares snap losing streak, financials and industrials firmer
2560,2016-08-18,European shares snap losing streak, financials and industrial firmer
2561,2016-08-18,European shares snap losing streak, financials and industrial firmer
2562,2016-08-17,European shares slip; Wienerberger, Carlsberg drop after results
2563,2016-08-17,European shares slip; Wienerberger, Carlsberg drop after results
2564,2016-08-17,European shares stuck as results temper recent enthusiasm
2565,2016-08-16,European shares fall back from seven-week highs as Schindler slips
2566,2016-08-16,European shares pulled back from 7-week highs by industrials
2567,2016-08-16,European shares fall back from 7-week highs
2568,2016-08-15,European stocks touch 7-week highs, supported by pharma shares
2569,2016-08-15,European stocks lifted to 7-week highs by pharma shares
2570,2016-08-15,European shares hover near 7-week highs
2571,2016-08-12,European shares hover near 7-week highs, Maersk underpins
2572,2016-08-12,European shares hover near 7-week highs, Maersk underpins
2573,2016-08-12,European shares hit fresh 7-week high, Maersk leads
2574,2016-08-11,European shares hit 2-month closing high on strong earnings
2575,2016-08-11,Leading European stock index recovers all its post-Brexit losses
2576,2016-08-11,European shares hit 7-week high on strong company results
2577,2016-08-11,Mixed earnings prompt choppy trade in European stocks
2578,2016-08-11,European shares buoyed by upbeat earnings, Henkel hits record
2579,2016-08-09,Germany's DAX hits 2016 high, boosted by Wall Street and earnings
2580,2016-08-09,European shares up for fifth session; Altice boosted by results
2581,2016-08-09,European shares flat, Altice jumps after results
2582,2016-08-08,European stocks edge up, lifted by financials
2583,2016-08-08,European stocks lifted by rise in banking shares
2584,2016-08-08,European stocks buoyed by rise in banking shares
2585,2016-08-05,European shares lifted by solid earnings but RBS slumps
2586,2016-08-05,European shares lifted by solid earnings but RBS slumps
2587,2016-08-05,European shares rise after solid earnings updates, RBS slumps
2588,2016-08-05,European shares rise helped by solid earning updates, RBS slumps
2589,2016-08-04,European shares rise after UK rate cut, lifted by financials and industrials
2590,2016-08-04,European shares rise after UK rate cut, lifted by financials and industrials
2591,2016-08-04,European shares lifted by stronger financials and industrials
2592,2016-08-04,European shares lifted by stronger financial and industrial stocks
2593,2016-08-03,European shares end steady as banks gain, Fiat rallies
2594,2016-08-03,European shares steady as firmer banks offset weaker auto stocks
2595,2016-08-03,European banking shares get a reprieve as HSBC, SocGen rally
2596,2016-08-02,European shares fall as Commerzbank slumps to record low
2597,2016-08-02,European shares extend losses as Commerzbank slumps to record low
2598,2016-08-02,European shares hit two-week low as banks, poor earnings weigh
2599,2016-08-01,European shares fall as UniCredit leads banks lower after tests
2600,2016-08-01,European shares little changed; UniCredit leads weak banks sectors after tests
2601,2016-07-29,European shares rise as banks rally before stress test result
2602,2016-07-29,European shares rebound as banks gain, EDF soars
2603,2016-07-29,Financials lead gains on European shares
2604,2016-07-28,European shares fall led by financials, disappointing results
2605,2016-07-28,European shares fall as Shell and Dialog results weigh
2606,2016-07-28,European shares slip as Dialog dives while Shell slides
2607,2016-07-27,European shares rise helped by good earnings; Deutsche Bank slips
2608,2016-07-27,UPDATE 1-European shares rise as luxury stocks, autos gain on results
2609,2016-07-27,European shares rise as luxury stocks, autos gain on results
2610,2016-07-26,European shares pushed up by healthcare and consumer stocks
2611,2016-07-26,European shares propped up by healthcare and consumer stocks
2612,2016-07-26,European shares weighed down by banks, oils; capital fall hits Commerzbank
2613,2016-07-26,European shares open slightly lower, Commerzbank slips
2614,2016-07-25,European shares edge ahead led by Ryanair, William Hill; energy stocks down
2615,2016-07-25,European shares gain ground as Ryanair and William Hill surge
2616,2016-07-25,European shares advance as Ryanair and William Hill surge
2617,2016-07-22,European shares slip as Banco de Sabadell skids, though Vodafone climbs
2618,2016-07-22,European shares slip as miners weaken and Skanska skids
2619,2016-07-22,European shares slip as miners weaken and Skanska skids
2620,2016-07-21,European shares retreat as weaker airlines offset firmer banks
2621,2016-07-21,European shares make little progress as weaker airlines offset firmer banks
2622,2016-07-21,European bank stocks get a boost from Draghi's comments
2623,2016-07-21,European shares decline as airline stocks slump
2624,2016-07-21,European shares decline as airline stocks slump
2625,2016-07-21,European shares steadied by Unilever but airline stocks slump
2626,2016-07-20,European shares rise on strong results from SAP and Lonza
2627,2016-07-19,European shares dented by weak earnings outlooks, but Zalando soars
2628,2016-07-19,European shares slip on cautious company updates, Zalando soars
2629,2016-07-19,European shares fall on earnings updates and weaker miners
2630,2016-07-18,European shares rise as ARM leads tech stocks higher
2631,2016-07-18,European shares slip but ARM leads tech stocks higher
2632,2016-07-18,ARM lifts European shares after bid by SoftBank
2633,2016-07-18,ARM lifts European shares after SoftBank bid
2634,2016-07-15,Travel stocks fall after France attack, weigh on European shares
2635,2016-07-15,Travel stocks fall after France attack, weigh on European shares
2636,2016-07-15,European luxury goods shares fall, Swatch hits 6-1/2-year low
2637,2016-07-15,European shares fall, travel stocks hit by attack in France
2638,2016-07-14,European shares ease from three-week highs after BOE keeps rates on hold
2639,2016-07-14,European shares ease from three-week highs after BOE keeps rates on hold
2640,2016-07-14,European shares set three-week highs, focus on BoE
2641,2016-07-14,European shares rise to highest level since Brexit vote day
2642,2016-07-13,European stocks steady after four days of gains
2643,2016-07-13,European stocks lifted by gains at Spanish banks and Accor
2644,2016-07-13,European stocks rise as Accor and Nokia climb
2645,2016-07-12,European shares rise for fourth straight session
2646,2016-07-12,Risk rally on as European shares rise for fourth straight session
2647,2016-07-12,European shares edge up for fourth straight session
2648,2016-07-11,European stocks post highest close since Brexit
2649,2016-07-11,European stocks lifted by gains in steelmakers and banks
2650,2016-07-11,European stocks open firmer, steelmakers surge
2651,2016-07-08,Milan outperforms as European stocks end week on positive note
2652,2016-07-08,European stocks edge higher as auto, mining shares gain
2653,2016-07-08,European shares steady but on track for worst week in 5 months
2654,2016-07-07,European shares bounce back as consumer goods stocks rise
2655,2016-07-07,European shares bounce back as consumer goods stocks rise
2656,2016-07-07,European shares lifted by gains at consumer goods stocks
2657,2016-07-06,Banks hurt by Brexit decision pull European shares lower
2658,2016-07-06,European shares pulled lower by banks hurting from Brexit decision
2659,2016-07-06,European shares fall as banking stocks lose ground
2660,2016-07-05,CORRECTED-Miners push European shares down for second day; Italian banks mixed
2661,2016-07-05,European stocks fall again, led by mining, financial shares
2662,2016-07-05,CORRECTED-Miners and financials push European shares down for second day
2663,2016-07-04,European shares end post-Brexit rally; Monte Paschi hits record low
2664,2016-07-04,European shares end post-Brexit rally; Monte Paschi hits record low
2665,2016-07-01,European shares lifted by signs of central bank support
2666,2016-07-01,European shares in choppy waters as investors ponder ECB's Brexit reaction
2667,2016-06-30,Deutsche Bank lags as European shares extend post-Brexit bounce
2668,2016-06-30,European stocks fall as post-Brexit recovery hits barrier
2669,2016-06-30,European stocks fall as post-Brexit recovery stalls
2670,2016-06-29,European shares bounce for second day as Brexit jitters ease
2671,2016-06-29,European healthcare first sector to recover Brexit losses
2672,2016-06-29,European shares lifted by higher oil price and stimulus potential
2673,2016-06-29,European shares rise on firmer oil and chance of more stimulus
2674,2016-06-29,European shares seen up 1.0-1.2 pct - financial bookmakers
2675,2016-06-28,European shares up for first time in three days after Brexit battering
2676,2016-06-28,European shares up for first time in three days after Brexit battering
