,data,headline
1420,"September 16, 2019",Airbus warns Trump he’s shooting himself with a tariff war
1421,"September 16, 2019",Airbus CEO lambasts German defense spending
1422,"September 15, 2019",US envoy takes aim at EU’s next trade chief
1423,"September 14, 2019",Trump poised to hit EU with billions in tariffs after victory in Airbus case
1424,"September 14, 2019",WTO allows US to hit EU with tariffs over Airbus subsidies
1425,"September 13, 2019",Farm boss nominee says EU must think bigger on agriculture
1426,"September 12, 2019",UK ‘Ireland-specific’ Brexit plan meets Brussels skepticism
1427,"September 11, 2019",Ursula von der Leyen’s actual org chart
1428,"September 11, 2019","UK to become ‘economic competitor’ after Brexit, Merkel warns"
1429,"September 10, 2019",EU’s trade pick is no fan of Brexit
1430,"September 10, 2019",Goulard faces French police over parliamentary assistants case
1431,"September 10, 2019",Can running EU economy be an Italian job?
1432,"September 10, 2019",Von der Leyen backs new sanctions against Trump
1433,"September 10, 2019","The von der Leyen Commission: Lofty ambitions, odd job titles"
1434,"September 10, 2019",How Team von der Leyen compares with Team Juncker
1435,"September 9, 2019",Meet the commissioners
1436,"September 8, 2019","Europe buys Chinese drones, even as US expresses data concerns"
1437,"September 5, 2019",Leo Varadkar warns Brexit will haunt UK even after it leaves EU
1438,"September 5, 2019",Charles Michel calls on EU to ‘act boldly and confidently’ on world stage
1439,"September 5, 2019",Von der Leyen’s climate promises run into Brussels reality
1440,"September 5, 2019",Boris Johnson to US: Britain ‘not keen on that chlorinated chicken’
1441,"September 5, 2019",Von der Leyen will present new Commission on Tuesday
1442,"September 5, 2019","Battered by trade war, Merkel begins controversial China trip"
1443,"September 4, 2019",EU frees up disaster funding for possible no-deal Brexit
1444,"September 4, 2019","Trump’s EU envoy wants ‘impasses’ (aka Juncker, Tusk and Mogherini) ‘to go away’"
1445,"September 3, 2019","UK offered no alternatives to backstop, say EU officials"
1446,"August 29, 2019",Serbia stands by plans to extend Russia trade ties despite Brussels’ warning
1447,"August 28, 2019","‘Very difficult’ for UK and US to strike post-Brexit deal, says ex-UK trade minister"
1448,"August 28, 2019",Von der Leyen looks to overhaul Commission power structure
1449,"August 28, 2019",Macron picks longtime ally as EU commissioner
1450,"August 27, 2019",POLITICO Pro Morning Trade: EU-US talks — Digital services tax — Industrial strategy
1451,"August 26, 2019",G7 struggle to lighten darkening economic outlook
1452,"August 26, 2019",Europe’s last line of defense
1453,"August 26, 2019",Macron says he hopes Brazil gets a new president
1454,"August 26, 2019",Experts propose alternative to Brexit backstop
1455,"August 26, 2019",Trump says tariffs on French wine depend on digital tax ‘deal’
1456,"August 26, 2019","Nearly 100 firms have moved to the Netherlands over Brexit fears, say Dutch"
1457,"August 26, 2019",POLITICO Pro Morning Trade: US-Japan deal — China-US tariff fight — Mercosur doubts
1458,"August 25, 2019",Boris Johnson loses Brexit bite in Biarritz
1459,"August 25, 2019",Japan feels the pain of an ally like Trump
1460,"August 25, 2019","To take on Big Tech, US can learn antitrust lessons from Europe"
1461,"August 25, 2019",Trump: US and Japan agree trade deal ‘in principle’
1462,"August 25, 2019",Johnson and Trump eye US-UK trade deal ‘within a year’
1463,"August 25, 2019","Trump admits ‘second thoughts’ on China, but predicts trade win"
1464,"August 24, 2019",Trump storm hits Macron’s G7 seaside summit
1465,"August 24, 2019",Donald Tusk: G7 summit may be last chance for unity
1466,"August 24, 2019",Trump: ‘Chosen one’ remark was sarcasm
1467,"August 24, 2019",Trump hits China with new tariffs in trade war escalation
1468,"August 23, 2019",Amazon fires spark Macron threat to kill South America trade deal
1469,"August 23, 2019",Trump orders US companies to find an alternative to China
1470,"August 23, 2019",Macron opposes Mercosur deal over Bolsonaro forest ‘lie’
1471,"August 23, 2019",Commission dismisses internal document outlining policy plans
1472,"August 23, 2019",Ireland threatens to oppose Mercosur trade deal amid Amazon fires
1473,"August 22, 2019",EU officials float €100B boost for European companies
1474,"August 22, 2019","Macron’s masterplan for Trump, the universe and everything"
1475,"August 21, 2019",Trump’s new trade war rationale: ‘I am the chosen one’
1476,"August 20, 2019",UK officials to withdraw from EU meetings from September 1
1477,"August 19, 2019",Boris Johnson insists free movement ’will end’ October 31
1478,"August 19, 2019",UK freight industry says it’s ‘shooting in the dark’ on no-deal Brexit
1479,"August 15, 2019",Trump links China trade deal to ‘humane’ Hong Kong resolution
1480,"August 14, 2019",Nancy Pelosi says no UK-US trade deal if Brexit risks Irish peace
1481,"August 14, 2019",German industry calls for stimulus as economy shrinks
1482,"August 13, 2019",Berlin and Beijing clash over lawmakers’ visit
1483,"August 13, 2019",Boris Johnson: UK-US trade deal will be a ‘tough old haggle’
1484,"August 13, 2019",Trump envoy’s cheap Brexit promises
1485,"August 13, 2019","US would ‘enthusiastically’ back no-deal Brexit, Trump envoy says"
1486,"August 8, 2019","Trump is harsh on China, except when it comes to democracy"
1487,"August 7, 2019",Mike Pompeo: US will be ready with ‘pen in hand’ to sign post-Brexit trade deal
1488,"August 6, 2019","Post-Brexit UK ‘desperate’ for Trump trade deal, former US treasury secretary says"
1489,"August 6, 2019",US Treasury designates China as a currency manipulator
1490,"August 5, 2019",Trucking hell in Tyrol
1491,"August 2, 2019",French farmers target Macron lawmakers in trade protest
1492,"August 2, 2019",Australia’s UK envoy sees hope of trade deal by end of 2020
1493,"August 2, 2019",EU disunity on US’s anti-Nord Stream 2 push
1494,"August 1, 2019",From ‘Blade Runner’ to Brexit in England’s industrial north
1495,"July 31, 2019",Brazilian president snubs French foreign minister to get his hair cut
1496,"July 30, 2019",France hits back at Trump’s ‘stupid’ wine tariff threat
1497,"July 30, 2019","Huawei says US campaign hit business in Europe, no ‘major disruption’ overall"
1498,"July 27, 2019",Donald Trump and Boris Johnson ‘working already’ on trade deal
1499,"July 26, 2019",Trump vows to retaliate over France’s digital services tax
1500,"July 26, 2019",US ambassador: Trump’s relationship with Boris Johnson will be ‘sensational’
1501,"July 25, 2019",Australia wants post-Brexit trade deal within months or ‘even weeks’
1502,"July 25, 2019",Ericsson boss bemoans lack of European support on 5G
1503,"July 25, 2019","Johnson ready to talk to EU ‘whenever, wherever’"
1504,"July 24, 2019",Liam Fox sacked in Boris Johnson Cabinet cull
1505,"July 24, 2019","Free ports are money laundering threat, says Commission"
1506,"July 24, 2019",Ukraine’s power liberalization showcases its European aspiration
1507,"July 21, 2019",Europe braces for Trump trade war
1508,"July 19, 2019",US ambassador calls on von der Leyen to revive trade talks
1509,"July 18, 2019",Mnuchin fires warning shot at EU trade with Iran
1510,"July 16, 2019",Tribalism in the European Parliament extends to Twitter
1511,"July 15, 2019",UK trade secretary: Johnson’s pre-Brexit US trade deal won’t work
1512,"July 12, 2019","US pressures France, UK on tech tax proposals ahead of G7"
1513,"July 11, 2019",Irish parliament rejects EU-Mercosur deal in symbolic vote
1514,"July 11, 2019",Von der Leyen reveals picks for European Commission
1515,"July 11, 2019",Paris responds to US probe threat as French tech tax passes final hurdle
1516,"July 11, 2019",Iran denies its boats attempted to block British tanker
1517,"July 11, 2019",EU struggles to pick next cybersecurity chief
1518,"July 11, 2019",US launches unfair trade practices probe of French tech tax
1519,"July 10, 2019",Mainstream parties block Euroskeptics from top Parliament posts
1520,"July 9, 2019",No-deal Brexit now a ‘significant risk’: Irish finance minister
1521,"July 8, 2019",Splintered Parliament faces 5 years of rancor
1522,"July 7, 2019",Top court hearing puts EU data transfers in jeopardy
1523,"July 4, 2019",Oil tanker headed to Syria detained in Gibraltar
1524,"July 4, 2019",Jeremy Hunt: UK won’t rule out China sanctions over Hong Kong clampdown
1525,"July 4, 2019",Commission scrambles to defend Mercosur deal
1526,"July 3, 2019",9 policy hot potatoes awaiting newly elected MEPs
1527,"July 2, 2019",Parliament groups vow to stop far-right MEPs chairing committees
1528,"June 29, 2019","POLITICO Pro G20 Report, presented by Demosistō: China ceasefire — Climate counterattack — Mercosur"
1529,"June 29, 2019",G20 leaders agree declaration after climate fight
1530,"June 29, 2019",Trump: China talks ‘right back on track’
1531,"June 29, 2019",China and France push countries to stick to climate deal
1532,"June 28, 2019",EU strikes South American mega deal — but it’s not over yet
1533,"June 28, 2019","POLITICO Pro G20 Report, presented by Demosistō: Trump-Xi Redux — EU eyes big deal — Abe frets"
1534,"June 28, 2019",Trump pressures other G20 leaders to weaken climate goals
1535,"June 28, 2019",G20 summit
1536,"June 28, 2019",On display in Osaka: The new international disorder
1537,"June 28, 2019","Trump, Merkel present friendly front despite simmering tensions"
1538,"June 27, 2019","POLITICO Pro G20 Report, presented by Demosistō: US-China ceasefire — Moody Macron — Trump vs. India on tariffs"
1539,"June 27, 2019",Verhofstadt: Boris Johnson full of ‘false promises’
1540,"June 27, 2019","‘Please, no no-deal Brexit,’ says Japanese foreign minister"
1541,"June 26, 2019",Trump: ‘Europe treats us worse than China’
1542,"June 26, 2019",Draft G-20 statement stresses ‘urgency’ of WTO reform
1543,"June 26, 2019",Brussels’ Brexit bad cop goes global
1544,"June 25, 2019",Jeremy Hunt: EU playing hardball because it wants UK in customs union
1545,"June 25, 2019","Mark Carney ‘wrong’ on no-deal Brexit trade terms, says Boris Johnson"
1546,"June 25, 2019",Boris Johnson: I would not ‘want’ tariffs in no-deal Brexit scenario
1547,"June 21, 2019",Germany seeks common ground with China amid trade war
1548,"June 21, 2019",Bank of England chief: No-deal Brexit means tariffs
1549,"June 21, 2019",Why GATT 24 won’t help a no-deal Brexit UK
1550,"June 19, 2019",Germany’s Altmaier seeks to head off a trade war in China
1551,"June 19, 2019","Macron, 3 other leaders warn Mercosur deal could ‘destabilize’ farm sector"
1552,"June 19, 2019",4 suspects charged in MH17 investigation
1553,"June 19, 2019",Germany tells China to avoid Hong Kong conflagration
1554,"June 18, 2019",Top EU adviser blames US for Iran tensions
1555,"June 18, 2019",EU’s green trade promises face rainforest reality
1556,"June 17, 2019",EU plays it cool on Iran nuclear threat
1557,"June 10, 2019","UK, South Korea agree on post-Brexit trade deal rollover"
1558,"June 7, 2019",Not playing NICE: UK drugs gatekeeper in US crosshairs
1559,"June 7, 2019",Europe seeks to lead a new world order on data
1560,"June 6, 2019",Brazil: EU and Mercosur ‘on the verge of signing’ trade deal
1561,"June 6, 2019","French government, Fiat Chrysler blame each other for failed Renault bid"
1562,"June 6, 2019",Bleak future ahead for Europe’s aluminum industry
1563,"June 6, 2019",Trump’s method to the madness on trade
1564,"June 5, 2019","Trump U-turns, says UK’s National Health Service not on table in trade talks"
1565,"June 4, 2019",Corbyn to Trump: I will defend health service from US companies
1566,"June 4, 2019","With the president overseas, Trump backers scramble to contain a trade war"
1567,"June 2, 2019",Trump backs no-deal Brexit
1568,"May 31, 2019",Trump threatens Mexico with tariffs over immigration
1569,"May 29, 2019",The EU’s 7 post-election green priorities
